"","Home ID","Day","Home_pts","Away_pts","Spread_Pred","Spread","Home_oreb","Away_oreb","Home_FGPct","Away_FGPct","Home_3Pct","Away_3Pct","Home_Steals","Away_Steals"
"271",1610612766,37,107,101,4,6,11,8,0.478,0.442,0.260869565,0.236842105,8,9
"272",1610612738,39,122,104,9.5,18,4,11,0.494,0.414,0.432432432,0.25,9,3
"273",1610612744,39,129,118,4.5,11,16,15,0.515,0.474,0.444444444,0.244444444,8,12
"274",1610612745,39,128,122,-6,6,22,6,0.471,0.476,0.342857143,0.384615385,9,9
"275",1610612746,39,104,114,-2.5,-10,4,10,0.544,0.494,0.5,0.333333333,1,9
"276",1610612748,39,110,107,2,3,10,13,0.472,0.43,0.269230769,0.282051282,5,7
"277",1610612749,39,117,102,3,15,8,10,0.506,0.391,0.46875,0.363636364,4,9
"278",1610612752,39,129,132,5.5,-3,12,13,0.438,0.494,0.317073171,0.3125,7,3
"279",1610612753,39,99,107,-2.5,-8,9,13,0.425,0.476,0.257142857,0.388888889,7,7
"280",1610612754,39,128,117,-0.5,11,5,5,0.5,0.534,0.352941176,0.365853659,13,2
"281",1610612756,39,108,102,11.5,6,11,19,0.483,0.424,0.24137931,0.346153846,7,6
"282",1610612759,39,94,105,1.5,-11,20,10,0.38,0.482,0.181818182,0.296296296,11,12
"283",1610612760,39,123,119,-1.5,4,10,14,0.463,0.436,0.24137931,0.363636364,7,5
"284",1610612763,39,132,111,0.5,21,13,11,0.516,0.43,0.473684211,0.322580645,4,9
"285",1610612766,39,110,108,-3.5,2,15,11,0.449,0.427,0.32,0.219512195,6,7
