player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Ryan Arcidiacono,arcidry01,2023,191,86,-6.638395816969262,-.0651084220024534,-6.703504238971715,-12.03107950199445,2.209986817267995,-9.821092684726457,-8.181668006886714,.4473334148436346,-7.73433459204308,-.2180520809061117,-.2180520809061117,0,-6.659561858224111,-.5529195215236576,-7.21248137974777,.3791601220667344
Deni Avdija,avdijde01,2023,3610,1737,-1.83995772876784,1.158590074021694,-.681367654746146,-1.521541672967774,.0919409222880388,-1.429600750679735,-1.889068792629701,1.011860582216739,-.8772082104129619,1.658946462330074,1.658946462330074,0,-1.654952565426618,1.277851014887044,-.3771015505395747,-.045878979832053
Deandre Ayton,aytonde01,2023,3749,1822,-1.896792985106154,.2753608735337169,-1.621432111572437,-2.20030499646917,-2.917833822564962,-5.118138819034133,-2.072473609905801,-.4016735514189966,-2.474147161324798,.255294295236617,.255294295236617,0,-1.607069620184282,-.0054951564641327,-1.612564776648414,-.446555820240494
Udoka Azubuike,azubuud01,2023,335,153,-5.17856678107133,2.796010903006207,-2.382555878065124,-6.947294910716083,.1695029459432948,-6.777791964772789,-5.892400738414949,2.465324850693462,-3.427075887721487,-.0527300370072277,-.0527300370072277,0,-6.042713765835919,-.2576756659215397,-6.30038943175746,-.2347907534309272
Marvin Bagley III,baglema01,2023,1558,746,-2.336797006360862,1.389058695160411,-.9477383112004509,-1.840730241317075,-2.13234417979603,-3.973074421113105,-2.317779868661968,.7993865464232358,-1.518393322238732,.4660993232042063,.4660993232042063,0,-2.12508372371223,-.0395989307901756,-2.164682654502406,-.5732300223093146
Patrick Baldwin Jr.,baldwpa01,2023,433,204,-2.219056744441204,-2.897387934344862,-5.116444678786065,-6.03102182875056,-5.136016209909679,-11.16703803866024,-3.127691723919044,-3.514953299291777,-6.642645023210821,-.4063049251378846,-.4063049251378846,0,-1.270580436728028,-3.488612371387335,-4.759192808115363,.2878975883291196
LaMelo Ball,ballla01,2023,2757,1268,1.748757023924456,-.8492496222738189,.8995074016506367,2.671932476540051,-3.409715192736885,-.7377827161968349,2.151816135256044,-1.421891486033763,.7299246492222817,2.286882792462296,2.286882792462296,0,2.779867756192433,-.5225437028578681,2.257324053334565,1.596631120475706
Mo Bamba,bambamo01,2023,1577,762,-1.172830614989985,-.9932130687281449,-2.16604368371813,1.926411845049575,.8422235522018192,2.768635397251395,-.5753993234087775,-.6682628142228993,-1.243662137631677,.5904706247419723,.5904706247419723,0,-.6671812071016687,-1.667306678608347,-2.334487885710016,-.3912996477843941
Paolo Banchero,banchpa01,2023,4386,2095,-1.409894333255055,-1.492138407210528,-2.902032740465582,-1.221284022107987,-4.411158837523685,-5.632442859631673,-1.41451763193786,-2.179092857605258,-3.593610489543118,-.9050960116735876,-.9050960116735876,0,-1.685040557674424,-2.381410182888633,-4.066450740563057,.3792186235828223
Desmond Bane,banede01,2023,3030,1405,3.392074691003252,-.2595598086588938,3.132514882344358,3.354889474204639,2.305036232295711,5.65992570650035,3.591075838065,.1935526026141046,3.784628440679104,4.713943745163249,4.713943745163249,0,3.116909357280135,.6766978097355336,3.793607167015668,.6405546442778439
Dalano Banton,bantoda01,2023,530,251,-1.384760669625368,-1.663644400886133,-3.0484050705115,-5.415266445787883,-1.522275276100979,-6.937541721888862,-2.314307732429036,-1.733803674425737,-4.048111406854773,-.1660105155184456,-.1660105155184456,0,-2.158718966451398,-1.053997800265956,-3.212716766717355,-.1371907441162017
